Date,Index,TA.OVH.RECYCLE.NC4.VOLPCT,RX.TB.RECYCLE.CHARGE.BPD,RX.TB.RECYCLE.CHARGE.PCT,RX.NORTH.TC.CHARGE.BPD,RX.NORTH.TC.CHARGE.CV.PCT,RX.NORTH.FLUSH.PSIG,RX.NORTH.OUT.F,RX.SOUTH.TA.RECYCLE.CHARGE.BPD,RX.SOUTH.TA.RECYCLE.CHARGE.PCT,RX.SOUTH.TC.CHARGE.BPD,RX.SOUTH.TC.CHARGE.CV.PCT,RX.SOUTH.FLUSH.PSIG,RX.SOUTH.OUT.F,RX.SOUTH.WATERRETURN.F,RX.SOUTH.WATERRETURN.PH,RX.OUT.DELTA.F,TA.Charge.BPD,TA.OH.PSIG,TA.Tray4.F,TA.OH.F,TA.RECV.PCT,TA.RECV.PSIG,TA.RECYCLE.TO.CONTACT.BPD,TA.RECYCLE.TO.CONTACT.F,TA.TRAY39.F,TA.TRAY45.F,TA.DP.PSIG,TA.BTM.PSIG,TA.BTM.LEVEL.PCT,TA.BTM.REBOIL.OUT.F,TA.TOP.REBOIL.OUT.F,TB.CHARGE.BPD,TB.CHARGE.PREHEAT.COND.LBHR,TB.CHARGE.F,TB.OVHD.F,TB.OVHD.PSIG,TB.OVHD.REVEIVER.PSIG,TB.OVHD.REVEIVER.F,TB.OVHD.REVEIVER.LVL.PCT,TB.BTM.PSIG,TB.BTM.LVL.PCT,TB.DP.PSIG,TB.BTM.F,TB.REBOIL.OUT.F,TC.TRAY7.F,TC.TRAY40.F,TC.CHARGE.F,TC.OVHD.PSIG,TC.OVHD.RECVR.F,TC.TRAY24.F,TC.DP.PSIG,TC.BTM.PSIG,TC.REBOIL.OUT.F,TC.REBOIL.COND.LBHR,Predictions
04-Aug-22 14:00:00,20,14.0,2099.906982,18.0,2488.769043,16.86472702,153.4125061,106.2039719,6509.763184,51.66890335,2507.988037,16.28017044,151.8383026,109.0609283,87.81751251,6.521231174,-2.933027267,9677.132813,101.7389297,138.0429535,135.6198578,-6.900000095,102.9345245,6509.763184,110.3696213,171.2715149,187.217453,0.387954712,101.3523102,91.45317078,314.5227966,199.0847321,12147.57617,2784.826416,153.0415802,167.9222107,182.9620361,185.0097656,98.78845978,44.64181137,187.6598358,78.43029022,5.48286438,219.2769928,221.6467896,188.6109314,200.3075256,192.2813568,223.9176636,170.9315033,172.625473,3.724266052,227.6411133,202.1581116,8276.125,13.220197966549563
04-Aug-22 13:30:00,21,14.0,2099.571289,18.0,2397.421143,15.68461418,153.6118164,106.0025558,6511.772461,51.78483963,2335.123535,15.42077446,152.036026,109.0232925,88.05669403,6.531176567,-2.985473871,11045.4873,101.2144089,137.8252716,135.2132111,-6.900000095,102.2654266,6511.772461,111.0895844,171.2219391,186.1480713,0.383570999,100.8508682,90.06868744,312.2970581,198.6399536,12130.4668,2868.422119,153.2226563,168.2141571,182.6034546,182.2547913,99.54795837,49.96808624,188.4185791,80.2893219,5.823135376,218.6379242,221.0299377,188.9768372,200.6079407,192.6328125,224.6620636,171.2865143,172.8808441,3.720635653,228.3852844,202.3447723,8333.061523,13.791211855281745
04-Aug-22 13:00:00,22,14.0,2099.254639,18.0,2437.435303,16.13440323,153.1394348,105.8858261,6482.570313,52.08737946,2484.432861,15.3633709,151.6701355,109.0398178,88.01231384,6.535512924,-3.172414303,10965.56934,99.13005829,136.3372803,133.984375,-5.844691753,100.4564972,6482.570313,110.3599548,169.4725037,185.5832367,0.385665894,98.75583649,90.89380646,314.1031799,197.3724365,11976.09668,2874.139404,153.2485962,171.7493744,182.7812195,182.3616028,96.69177246,74.98130798,187.7864838,81.29031372,4.974374294,218.9908447,221.3794861,189.0133209,200.8078918,192.382309,225.2689056,171.0250854,172.6028748,3.713021517,228.975296,202.60672,8315.367188,13.093394051996029
04-Aug-22 12:30:00,23,13.80000019,2099.800049,18.0,2541.446777,16.83191299,154.9272461,106.3397751,6519.186523,52.09000397,2542.342773,16.24252129,153.5895691,109.5344543,87.79029846,6.538063526,-3.117104053,10135.14551,98.26469421,135.2846832,133.2443237,-1.640617609,100.0906677,6519.186523,109.6427994,168.5028076,185.489151,0.363925308,97.90077209,90.95497131,317.1976624,197.9886475,12076.37109,2942.169922,152.8620453,174.4089966,182.8681946,182.4504852,95.75589752,71.9783783,187.5125885,80.36772919,4.643258572,219.9255981,222.2613983,189.4932556,201.1324615,193.1086273,225.7240295,171.3554535,172.5968933,3.591940641,229.2559967,202.8569641,8379.446289,11.348561153225745
04-Aug-22 12:00:00,24,13.80000019,2111.156494,18.0,2410.094971,15.87963104,156.3723907,105.902359,6500.230469,52.10630035,2437.785645,15.18106079,154.7524109,108.7565079,87.50101471,6.542363644,-2.974077225,10238.66797,97.86128998,135.2109222,132.9592438,1.477188587,98.98809052,6500.230469,108.7677078,167.9308624,184.4726563,0.484080642,97.40505981,88.73621368,316.5090027,197.288269,11960.99512,3063.102051,153.0665131,177.0103607,182.8205109,182.4913025,92.06886292,56.13632202,187.1696472,80.4193573,4.262924194,219.7634583,222.2393646,189.5737,201.1054382,192.9705353,226.0233612,171.3486633,172.1153107,3.65199399,229.6498566,202.7654114,8458.841797,12.814883752013998
04-Aug-22 11:30:00,25,13.80000019,2119.277832,18.0,2491.390137,16.37560081,155.6126251,105.0885544,6502.853516,52.04480362,2480.652588,15.33209419,154.1481018,108.1204758,86.97916412,6.551515102,-3.000293016,10086.50879,98.10886383,135.4403229,133.0991058,1.4317379,98.91713715,6502.853516,107.860817,167.8428802,184.1598511,0.392723083,97.72357941,89.62136078,315.6916199,196.6486664,12073.24707,3115.103271,152.9624939,177.0457153,182.9860687,182.6007843,89.95450592,38.69641495,187.1299744,79.88859558,4.105001926,219.5822144,222.1227875,189.8822021,201.3572083,193.2370453,226.9983521,171.2313385,171.3353424,3.592562437,230.5787354,203.0426025,8510.291016,13.147698564151455
04-Aug-22 11:00:00,26,13.80000019,2132.865967,18.0,2469.147949,16.25370979,155.9273376,104.3210373,6503.912598,52.05657578,2489.345703,15.60963821,154.1258545,107.3946686,86.52445221,6.543604851,-3.133634806,10238.66699,98.06900787,135.6928558,133.3760529,0.622152507,99.16827393,6503.912598,107.8297958,168.2088165,184.172821,0.337409973,97.71022797,90.09628296,313.4933472,196.2549896,12032.20117,3141.473877,153.0853271,176.8707275,183.0730438,182.5454712,88.60244751,28.75105667,187.1695251,79.68733978,4.126739502,219.5536041,222.0006409,189.8194122,201.4563904,192.6676483,226.9821167,170.9803314,170.5182495,3.660423279,230.6947632,202.953598,8522.544922,13.97796250686065
04-Aug-22 10:30:00,27,13.80000019,2143.94751,18.0,2507.59668,16.64221954,155.8825226,104.8339844,6493.657227,52.11774445,2517.31958,15.84162521,154.2784424,107.7535095,86.49038696,6.55299139,-3.016563416,10561.46875,97.88341522,135.7414246,133.2489014,0.514615119,98.99202728,6493.657227,108.2606049,168.1485443,184.1067047,0.371551514,97.52407074,88.87189484,313.8417664,197.1834869,12039.875,3224.159668,152.9843597,176.229599,182.9730988,182.7178955,87.59714508,25.81551933,187.4271393,80.03850555,4.452887058,219.5345306,221.9218903,189.0616913,200.6196899,192.0570526,225.4240417,170.1667938,169.5025482,3.655643463,229.1723938,202.1952362,8674.492188,14.367280830018672
04-Aug-22 10:00:00,28,13.80000019,2140.270264,18.0,2317.794189,14.65394688,151.7699585,103.9182053,6483.956055,51.95664978,2354.445557,12.85932064,150.4844055,106.9264755,86.21279907,6.551701546,-3.007657051,9987.958008,98.32611084,135.8594208,133.5538177,0.621422768,99.2805481,6483.956055,106.5561981,167.9321289,184.8961029,0.318527222,98.00739288,92.44003296,313.1769714,196.2905884,12043.75586,3189.06665,152.9416351,176.9404144,182.1453094,181.9229126,86.63483429,33.01690292,186.0660706,78.94467163,4.111871243,219.7157593,222.2048492,189.2091064,200.6209564,191.965744,225.7174072,170.2039185,169.1792145,3.723791838,229.4918671,202.3646088,8598.839844,13.40034917727445
04-Aug-22 09:30:00,29,13.80000019,2156.124023,18.0,2532.66626,17.07061958,153.503418,103.6458359,6502.299316,52.1276741,2551.694824,16.63962173,152.5001526,106.6688614,85.82789612,6.546393394,-2.995253325,11023.41602,98.37493896,135.9797211,133.4528656,0.41884771,99.01758575,6502.299316,108.2361832,168.0809021,183.4526062,0.293540955,98.0796814,90.65361023,311.9272766,196.2743073,12028.00781,3265.683594,153.1593323,173.4463959,183.0509186,183.0547333,85.01103973,23.67013359,188.1156921,80.26370239,5.061737061,219.1243744,221.3825073,189.0233917,200.6819916,191.8955536,225.6807098,169.8231964,168.7526398,3.715522766,229.416214,202.4821167,8619.771484,13.973844977588755
