Index,Date,TA.Charge.BPD,TA.OH.PSIG,TA.Tray4.F,TA.OH.F,TA.RECV.PCT,TA.RECV.PSIG,TA.RECYCLE.TO.CONTACT.BPD,TA.RECYCLE.TO.CONTACT.F,TA.TRAY39.F,TA.TRAY45.F,TA.DP.PSIG,TA.BTM.PSIG,TA.BTM.LEVEL.PCT,TA.BTM.REBOIL.OUT.F,TA.TOP.REBOIL.OUT.F
381,12/24/21 6:00,10789.6875,99.76483917,135.3275146,133.5488892,6.126553059,100.1015396,6499.489258,84.56758118,169.9167175,186.1907959,0.068771452,99.69781494,84.6494751,315.328064,203.9859772
382,12/23/21 13:00,9637.842773,99.74745178,134.8835449,133.2414398,8.600453377,100.1319809,6519.654785,84.74249268,168.4746857,186.5946198,0.030970907,99.73454285,84.27588654,314.8296204,206.9612274
383,12/23/21 6:00,11234.61719,100.0735092,135.1144714,133.3158112,10.23041439,100.1012115,6506.217285,81.00643921,168.1509094,186.6910706,0.009202504,100.1224442,85.06333923,315.5470581,205.7250977
384,12/22/21 13:00,9050.091797,100.0256882,134.7918091,133.3186646,8.63048172,100.5078888,6501.040527,81.57108307,166.0047913,183.1845093,0.044777863,100.0084763,87.77281189,312.1504517,200.2965851
385,12/22/21 6:00,10521.75,99.94367218,134.5755463,132.8840179,13.2697401,99.79682922,6467.432617,80.15182495,165.4734497,183.7896423,0.054117449,99.88848114,84.6914444,315.2051086,203.2530518
386,12/21/21 13:00,10507.21191,101.4350586,135.3868408,133.7229919,6.651020527,101.7899475,6497.342285,81.91378784,164.5063324,181.2232208,0.212634549,101.6687164,90.31575775,310.5817261,196.2500763
387,12/21/21 6:00,10518.53613,100.1955872,134.5855713,133.1024475,10.24858189,100.0340881,6503.311035,80.26786804,164.5222931,183.0736389,0.039632242,100.1813126,84.83753967,315.2646484,203.0581665
388,12/20/21 13:00,10196.08887,99.40576172,133.8783569,132.4707031,2.721893549,99.88587952,6475.181152,81.70159149,163.0474548,181.7191772,0.092163213,99.31095886,84.45927429,313.4806519,201.51474
389,12/20/21 6:00,10940.02539,99.90642548,134.0892029,132.7947388,11.29042721,99.7459259,6505.519043,80.21910858,163.2588196,183.118576,0.024356153,99.93331146,85.11548615,315.2806091,202.7749329
390,12/19/21 13:00,11216.37793,99.90583801,134.3680115,132.7464905,3.775397539,99.92651367,6523.916504,81.30332184,163.9141693,184.3103485,0.058310419,99.84783173,84.80819702,315.2976685,204.3667603
391,12/19/21 6:00,11472.78418,100.3119583,134.1168365,132.6461487,9.560142517,99.99285126,6496.508789,73.32000732,160.1122589,178.2805328,0.130860776,100.4333954,84.40016937,316.6105957,198.2529907
392,12/18/21 13:00,11327.76563,100.1240387,133.9006653,132.5446014,13.59387302,99.95909119,6491.22998,77.76703644,160.9060669,177.8594208,0.07221739,100.2432327,83.16267395,314.9608154,196.1393127
393,12/18/21 6:00,10682.56152,100.1133575,134.3930359,132.8566132,11.59052181,99.97011566,6468.615723,78.28660583,165.34935,181.6223297,0.047197927,100.0895386,84.6716156,312.9647827,197.9122009
394,12/17/21 13:00,10869.4082,98.38001251,134.1651764,132.3572235,6.095031261,98.83040619,6485.274414,85.2259903,169.2388306,185.1184845,0.210065737,98.17301178,80.95262146,315.6565552,205.764679
395,12/17/21 6:00,11995.75586,100.0739899,135.3584137,133.6090088,0.057902422,100.1205444,6501.058105,82.97653198,171.0433807,185.6109467,0.05435605,100.1243362,85.63460541,314.7217102,200.703476
396,12/16/21 13:00,12172.38477,99.41792297,135.7471161,133.7467804,10.12019825,99.54255676,6494.662598,84.29356384,171.9696045,186.8553009,0.089116223,99.31903076,82.17215729,315.7289429,207.2531586
397,12/16/21 6:00,10373.56055,99.98871613,135.2630615,133.5296631,3.716922998,100.0950089,6502.985352,82.12674713,169.5856476,185.3742065,0.014689909,99.84532928,85.66812897,314.4580688,202.6822662
398,12/15/21 13:00,10138.88477,100.0082932,134.7787323,133.1632843,6.694219112,100.1624908,6519.782227,85.43746185,167.286377,184.777832,0.016560484,100.0179825,86.62786865,316.0838928,201.1207428
399,12/15/21 6:00,10451.28027,100.4493942,135.0388184,133.3000031,8.098713875,100.4317551,6512.472656,84.51654816,166.4489441,184.2973938,0.017179873,100.4585571,87.60779572,315.2132568,201.2929688
400,12/14/21 13:00,11613.7207,99.62366486,134.0951233,132.6053925,6.487754345,100.1405182,6481.399414,87.66391754,161.8817749,177.8382111,0.143331349,99.47901917,83.51072693,311.4898071,195.8881531
401,12/14/21 6:00,10968.77344,100.0205994,134.3031158,132.801178,13.93059254,99.90539551,6500.622559,85.19504547,160.7339172,177.9865875,0.058748003,99.95310974,84.97813416,312.1595459,196.0196381
402,12/13/21 13:00,9418.381836,99.59619141,133.8419952,132.1854095,13.06172466,99.74180603,6496.020996,86.58914948,159.6303406,176.9249878,0.111701585,99.5243454,85.87613678,311.8626404,193.2973175
403,12/13/21 6:00,10587.12793,100.0900269,134.1552734,132.6751709,8.345070839,99.97254181,6496.488281,82.55615234,159.7930908,176.1505127,0.007731706,100.0648499,84.81751251,309.753418,192.7978516
404,12/12/21 13:00,10765.80664,100.6024628,134.8430023,133.4097595,12.14720345,100.5756302,6516.476074,86.39875793,163.5631256,179.0588989,0.043631114,100.6460953,87.23725891,309.8928223,193.7666626
405,12/12/21 6:00,10310.65137,99.96218109,134.9584198,133.4590607,18.60917282,99.88990021,6489.617676,79.4382019,166.8640289,181.0546875,0.099695571,100.0633011,85.11806488,309.6858826,195.9050751
406,12/11/21 13:00,9937.597656,100.4818649,136.8684235,134.9444122,1.394104719,100.4682159,6500.021484,83.05253601,170.7498474,183.7513885,0.040151939,100.5200195,87.70783234,314.2874146,197.7799072
407,12/11/21 6:00,10957.22363,100.7478256,137.2536163,135.2877045,9.789692879,100.366745,6496.647461,80.8579483,170.9450226,184.4284973,0.102352396,100.8392944,85.7253418,317.8382263,198.503006
408,12/10/21 13:00,9867.981445,100.0168152,137.0288086,134.9251251,0.658453763,100.419014,6472.48584,87.7044754,171.0662842,186.8227692,0.059579913,100.1007767,86.25350189,318.8636475,202.9654694
409,12/10/21 6:00,10741.89844,99.76172638,136.7037354,134.6669159,3.558558464,99.91864777,6542.884277,83.33740234,171.2424469,186.1134491,0.020889431,99.7991333,84.78295135,318.1044617,204.5059814
410,12/9/21 13:00,11790.4707,99.21053314,135.6164703,133.8139343,6.666469097,99.7225647,6504.264648,86.55911255,171.9797516,188.3716125,0.102794252,99.11381531,83.66452026,318.9334412,209.3082428
411,12/9/21 6:00,9912.085938,99.78514099,135.4309082,133.7530365,5.626704693,100.078804,6484.49707,83.73565674,170.9957733,188.9116211,0.101839721,99.6832962,85.17980957,318.1653442,208.727951
412,12/8/21 13:00,11179.07715,99.70092773,134.8083496,133.1237793,1.682667375,100.1586914,6497.67627,87.85706329,169.7815094,189.7766266,0.111042202,99.57275391,83.81958008,320.6848145,211.2915039
413,12/8/21 6:00,10867.65137,99.73534393,134.2216339,132.6477051,8.061394691,99.50724792,6485.677246,82.51875305,165.833313,186.9468536,0.053819317,99.6626358,84.43524933,320.1810913,207.578598
414,12/7/21 13:00,10737.48047,100.0507584,133.6276703,132.2235107,10.91224766,100.159996,6511.345215,86.98283386,160.1037445,178.3705902,0.005581028,100.0446243,84.82211304,315.4830627,197.047348
415,12/7/21 6:00,11058.66797,100.1002808,133.9267426,132.4768066,10.73889065,99.99139404,6493.797852,79.2674408,160.7705994,178.2148438,0.103555098,100.2206802,85.30427551,314.7922363,194.1440735
416,12/6/21 13:00,10901.55176,100.7156982,134.7944489,133.4655762,6.463941097,100.7093658,6477.961426,85.19774628,164.6689453,181.2627869,0.066188954,100.8166351,85.54327393,314.6421204,196.3106842
417,12/6/21 6:00,11552.23633,100.7115479,135.1227722,133.5435638,14.24827099,100.3573227,6514.219238,84.74918365,165.569458,181.9414063,0.01759591,100.706192,86.6725769,311.6821289,197.7483673
418,12/5/21 13:00,10327.67578,99.86420441,134.6110077,133.034256,4.797056198,100.1594543,6517.567871,87.10221863,166.4214935,182.7616425,0.09733478,99.79064178,85.21998596,313.0083313,200.0295868
419,12/5/21 6:00,10551.91211,99.69580078,134.2597656,132.9387817,5.952900887,99.77327728,6498.577637,84.39178467,164.7054749,181.95401,0.047828574,99.66975403,84.88817596,314.2778015,199.499939
420,12/4/21 13:00,10099.03027,99.78575134,134.2002106,132.801651,4.977949619,99.98800659,6512.188965,86.13365936,163.3053284,181.3121643,0.048599504,99.74064636,85.96858215,314.3183899,198.0213318
421,12/4/21 6:00,10659.29199,100.0630646,134.4176025,133.204361,6.658995628,100.075386,6500.326172,84.7946167,164.4847565,181.9578857,0.081975222,99.97650909,85.4197998,313.3856506,199.490036
422,12/3/21 13:00,10710.60449,99.97072601,134.6110382,133.0079498,2.891408205,100.3700104,6515.22998,88.50193787,164.552597,181.5469818,0.052169122,99.91343689,85.73944855,312.7736206,198.6554871
423,12/3/21 6:00,10798.75684,99.89089966,134.5723114,132.8542328,9.040586472,99.78294373,6512.825684,86.27266693,165.1384583,183.3473816,0.018757597,99.83716583,85.44586182,314.1668091,201.0576324
424,12/2/21 13:00,9932.104492,99.1185379,133.9886932,132.2255402,8.701104164,99.51677704,6523.863281,85.96592712,163.1894989,181.2441406,0.141672075,98.95803833,82.93328094,316.0476685,198.9351044
425,12/2/21 6:00,10662.01953,100.1092606,134.6539612,133.2233734,11.51554298,99.98649597,6507.817383,84.15262604,165.0940094,182.4229889,0.025424249,100.1376572,85.21059418,314.1251526,199.7337341
426,12/1/21 13:00,10450.40723,99.61579895,134.2895508,132.688736,4.023882389,100.0612106,6487.941895,86.18869781,163.9320679,181.2745056,0.040286813,99.54412842,85.04695129,314.3202515,199.2420959
427,12/1/21 6:00,10377.03613,100.4413681,134.6877136,133.2315216,10.12638092,100.3088837,6512.125,84.33380127,164.5790558,181.9801788,0.054845985,100.3664093,85.11383057,314.005188,199.3645172
428,11/30/21 13:00,9785.06543,99.85657501,134.085083,132.434082,1.637846828,99.67193604,6508.367676,85.80628204,164.5080719,181.628418,0.04120636,99.42855835,83.5144043,314.0197754,200.5981445
429,11/30/21 6:00,10960.80859,99.82161713,134.2297211,132.6965332,6.826210499,99.82804108,6506.877441,84.63745117,163.3809357,182.0111694,0.046516217,99.86329651,84.94882965,313.6308289,201.1796417
430,11/29/21 13:00,9601.579102,99.83518219,134.1346283,132.7850342,3.112133503,100.1728897,6496.84668,85.91470337,163.7086792,181.9915619,0.125269651,99.71419525,85.74421692,312.2811584,201.1859131
431,11/29/21 6:00,10551.47852,99.91954041,134.2468262,132.7285309,11.67090893,99.74071503,6473.536133,84.08509064,163.2155304,182.1867523,0.010222546,99.8728714,85.30659485,314.3768311,202.2460938
432,11/28/21 13:00,9976.242188,99.40795898,134.3322754,132.6934814,1.489324212,99.91150665,6527.254883,85.08300781,164.175415,181.3751221,0.064459659,99.25918579,84.6206665,311.2426758,201.5075836
433,11/28/21 6:00,10208.55273,99.87986755,133.9193268,132.5977478,8.354792595,99.842453,6490.320313,84.17619324,160.5926514,179.275116,0.104898274,99.80207825,83.03318787,314.2594604,200.5809174
434,11/27/21 13:00,11399.88867,99.19099426,133.4259033,131.7810059,10.60853863,99.03315735,6497.540527,85.76894379,161.085907,181.0569153,0.169828981,98.67337036,82.13127136,312.7290649,204.5306091
435,11/27/21 6:00,11322.77148,99.87704468,134.0443115,132.6640015,9.108481407,99.77877808,6505.991699,84.89324951,161.1297607,180.3471985,0.062195349,99.82858276,83.37208557,311.0154724,201.9615326
436,11/26/21 13:00,11335.89355,99.28144836,133.6975098,132.1268158,9.987065315,99.31677246,6535.644043,84.78594971,159.9813538,178.0414886,0.045719277,99.20819855,82.4197464,311.5897827,198.4663544
437,11/26/21 6:00,10679.34375,100.1976013,134.2834473,132.7198486,9.860363007,99.98374176,6476.502441,85.35003662,160.1680298,178.3244629,0.049477775,100.0435333,85.53321075,309.1810303,195.9358215
438,11/25/21 13:00,10360.67188,99.86572266,134.4543457,132.8582764,3.582182646,99.93286133,6502.071289,85.25086212,161.0168457,178.427124,0.067976534,99.92523193,86.73248291,309.2285156,194.631958
439,11/25/21 6:00,10565.3125,100.8739777,134.669342,133.4330597,8.386252403,100.6845779,6503.162109,84.54547882,160.114624,176.8167725,0.098230027,100.9722061,86.31859589,307.9855957,193.1093903
440,11/24/21 13:00,9543.044922,100.6370544,134.7473145,133.291626,4.105601311,101.0070801,6488.17334,84.33074951,161.1450195,178.6224365,0.020599365,100.6484985,87.63427734,306.6833496,195.1751709
441,11/24/21 6:00,10345.55957,100.2335358,134.4368134,132.9459991,16.77404594,100.1127701,6488.446777,84.74887085,163.5627441,179.7015076,0.008564597,100.2158051,84.64798737,310.6643677,197.0075073
444,11/11/21 13:00,11500.64551,99.34722137,134.8066254,133.0152435,5.544437885,99.78681946,6509.578613,82.99646759,167.4596863,185.5283051,0.150269896,99.2273941,89.12949371,305.6736145,204.3641052
445,11/11/21 6:00,11260.83594,99.88479614,134.8529816,133.182785,6.527629375,100.0283432,6510.740234,79.92167664,165.3201294,183.0791321,0.006561858,99.88128662,89.67870331,306.7952271,201.7423859
446,11/10/21 13:00,11012.39648,99.15129852,134.0292969,132.4801788,2.877608776,100.1772385,6504.97998,88.1781311,162.8549194,181.0785065,0.193194568,99.10741425,90.3387146,303.5459595,199.7625427
447,11/10/21 6:00,10273.19629,99.71051025,134.3109131,132.723999,4.29365778,100.1431351,6498.274902,87.11766052,162.2253418,179.7446136,0.060908612,99.79754639,90.38893127,304.7824097,198.6947327
448,11/9/21 13:00,9216.101563,99.29238892,133.5594025,132.3750916,3.032057047,99.80958557,6513.153809,89.31919861,160.1806793,177.1535339,0.151273221,99.10862732,89.46549225,304.7908936,195.8987274
449,11/9/21 6:00,10148.85449,99.91881561,134.0129089,132.7856293,4.176192284,100.2115707,6487.270508,87.0930481,160.9934235,176.4349823,0.030107159,99.93139648,90.05737305,304.4448853,192.5198822
450,11/8/21 13:00,10751.23926,100.0050964,135.2416229,133.3768768,1.716034532,100.7838364,6283.243164,85.32328796,170.1811981,188.3650818,0.018870365,100.0221863,92.87368774,308.3007507,208.0254517
451,11/6/21 13:00,11017.04004,99.53785706,134.5669861,133.0370789,1.204246521,100.2102585,6504.692383,82.08479309,168.6595612,187.6575775,0.232648268,99.33068085,79.84323883,311.9836731,209.0929871
452,11/6/21 6:00,10475.86523,99.92005157,134.5818024,133.2714386,5.024199963,100.0637436,6533.89209,79.26570129,167.5854034,187.4096222,0.25060305,99.68663025,80.40380096,311.395752,208.6244659
453,11/5/21 13:00,10041.5,99.42874908,134.4012909,132.9649963,4.872567654,99.77732086,6479.950195,80.92715454,168.7979279,188.2045898,0.350357741,99.12190247,79.49518585,312.3881531,210.5767517
454,11/5/21 6:00,11017.02832,99.60182953,134.4434967,133.1529388,4.09253931,99.86122131,6515.791016,79.88568878,168.4714508,187.8243408,0.202954546,99.3765564,79.54499054,312.6844177,208.9627686
455,11/4/21 13:00,11107.29785,99.88718414,135.2372742,133.8226318,4.370209694,100.1204224,6508.938477,80.51300049,171.0125275,189.4561768,0.244083419,99.67576599,79.82534027,312.4511719,210.5126038
456,11/4/21 6:00,10940.49121,100.1825638,134.6288147,133.3914948,11.50991058,100.2004776,6498.843262,80.35430908,167.8778076,188.1478119,0.157452121,100.0457993,80.48049927,312.653717,209.6666565
457,11/3/21 13:00,10446.58594,99.71893311,134.5668182,133.2235718,10.56914043,99.80543518,6609.74707,79.66338348,168.4025726,187.9700165,0.156684726,99.54514313,79.09092712,312.6744995,211.0256958
458,11/3/21 6:00,10888.67188,99.70188904,134.6026917,133.2632294,7.700465679,99.74577332,6615.959961,79.67105103,167.4844513,187.1952972,0.227012455,99.48265839,79.58425903,312.1222229,209.1920166
459,11/2/21 13:00,10991.62988,100.2010117,135.5956573,133.9501038,12.38162041,100.0921707,6594.989746,80.60241699,170.0623779,188.4225464,0.016021729,100.0560532,80.00479126,311.6449585,209.0240631
460,11/2/21 6:00,11204.38281,100.06987,135.0855713,133.7405548,4.428929329,100.275589,6606.86377,78.96961212,169.2471619,187.5880127,0.187542588,99.88233185,80.09080505,312.0046387,207.8471222
461,11/1/21 13:00,10572.6709,99.83679199,134.8686676,133.2693176,9.393221855,99.92436218,6607.211914,81.33400726,168.1774445,187.7080688,0.228473127,99.6223526,79.85978699,312.1290588,209.175705
462,11/1/21 6:00,10662.30566,100.1278305,135.0051575,133.618042,9.932892799,99.93600464,6585.445801,80.3939209,168.2738647,186.334137,0.162600309,99.93515015,80.13960266,312.0578918,206.8001404
463,10/31/21 13:00,10205.29199,99.76502228,134.6984863,133.0627441,1.844046116,99.94085693,6500.051758,81.02874756,167.2607422,186.041275,0.178621218,99.55215454,80.79376221,312.1826172,206.0974274
464,10/31/21 6:00,9913.467773,99.96185303,134.286499,133.0841064,5.446634769,100.2319336,6514.069336,80.2444458,165.0970459,184.286499,0.233459473,99.69406128,80.5770874,312.1582031,204.8461914
465,10/30/21 13:00,11234.42969,99.58517456,134.5785828,132.9956055,2.056793213,100.231781,6517.470215,81.88474274,166.5458069,184.3793488,0.231370211,99.37696075,80.00020599,311.1011658,204.9307251
466,10/30/21 6:00,10525.83301,100.1057968,134.6156311,133.2137756,12.77083206,100.0490723,6497.564453,80.20684814,165.7283783,185.1614838,0.278837681,99.80702209,80.30428314,311.2209778,205.723938
467,10/29/21 13:00,10395.81738,99.4454422,134.0325775,132.7505188,4.130511761,99.91908264,6503.141602,80.81713867,164.4626465,181.1329041,0.321255207,99.11734009,79.61000061,312.0558777,200.0034943
468,10/29/21 6:00,10662.59863,100.0203552,134.487915,132.9284668,9.026032448,99.81381989,6482.04834,78.80096436,164.5029449,182.0119629,0.250304729,99.7550354,80.19873047,312.6586914,200.4621582
469,10/28/21 13:00,10241.34766,99.43771362,134.1552734,132.9650879,4.010308266,99.8550415,6491.143066,80.52978516,165.1092529,182.6843414,0.327301025,99.13101196,79.56085205,311.8774414,202.1606445
470,10/28/21 6:00,11385.34473,100.329361,134.4818115,132.9453888,4.920487881,100.2302094,6482.782715,77.86614227,161.9068451,180.0875854,0.058846965,100.2705154,80.39631653,310.02005,196.8560028
471,10/27/21 13:00,10320.08594,99.41738892,133.6708374,132.2540436,5.125790119,99.52719879,6489.701172,79.83090973,161.145813,178.3477783,0.222427353,99.14674377,79.62528229,311.3300476,197.0901794
472,10/27/21 6:00,10468.30371,100.5675659,134.4156342,132.9982605,17.04184341,100.4688721,6419.935059,80.03940582,161.2544861,176.965332,0.212255061,100.3387375,80.07629395,305.4287415,193.4797516
473,10/26/21 13:00,10425.78125,98.70758057,133.7432861,132.0770264,4.242329597,99.50682068,6505.991699,88.40332031,163.3880615,179.2480469,0.361625671,98.34594727,80.48858643,306.3903809,195.4773102
474,10/26/21 6:00,10498.32031,99.89749908,134.8754883,133.2832031,15.07878685,100.0564346,6500.455566,86.48124695,166.2422028,180.7312164,0.321108997,99.57821655,79.48847961,307.3813477,197.4566193
475,10/25/21 13:00,10189.37793,99.38735962,135.1257172,132.9864502,0.598182261,100.312233,6491.305176,83.26004791,167.2271881,181.3730164,0.325784951,99.03136444,81.53285217,304.5928955,195.8583221
476,10/25/21 6:00,11284.42188,100.0459366,135.3992462,133.4156036,5.512438774,100.2749634,6486.79248,81.07875061,168.0763245,182.5569,0.224228144,99.81803131,80.16215515,306.4674377,198.3190155
477,10/24/21 13:00,10713.49609,98.71335602,134.3150482,132.5244141,4.162865162,99.80856323,6486.509766,82.43231201,169.2485352,184.4278412,0.415756971,98.29877472,76.15507507,309.1029663,200.6079102
478,10/24/21 6:00,11902.67676,99.80444336,135.6689453,133.4960938,16.85624123,99.92184448,6511.873047,84.64508057,170.6167297,184.6271973,0.22597152,99.577034,79.31673431,307.6113281,200.6880188
479,10/23/21 13:00,11754.94336,99.45602417,135.168457,133.2733154,2.00893116,100.2380371,6527.848633,87.79754639,169.2169189,184.5184326,0.281524658,99.17449951,77.45666504,307.7270508,201.9287109
480,10/23/21 6:00,12038.93555,99.10256958,134.6801758,132.7392578,6.243560314,99.37701416,6501.545898,85.05859375,167.4377441,183.5235596,0.333191603,98.78475189,78.62223816,307.5256348,202.2181702
481,10/22/21 13:00,10311.64551,99.35760498,135.1715088,132.9101563,5.085895538,100.045784,6514.069336,88.05847931,170.211792,185.6231689,0.283449501,99.03030396,81.13708496,307.4645996,201.8432617
482,10/22/21 6:00,11388.55176,99.92095947,135.8379822,133.552124,4.522219658,100.2544174,6486.141602,84.26139832,170.4803467,185.0978241,0.231511191,99.71170044,81.65151215,305.871582,200.4644928
483,10/21/21 13:00,11383.34473,99.05647278,135.1019592,133.190506,4.741004944,99.73770905,6518.16748,86.29566956,170.2888031,184.4204712,0.271514982,98.76607513,78.79715729,308.2893066,200.7245178
484,10/21/21 6:00,10317.35254,99.76272583,135.1501465,133.1237793,3.623753071,99.94659424,6503.021973,80.5770874,168.2739258,183.3831787,0.222015381,99.57504272,80.54656982,309.765625,199.6429443
485,10/20/21 13:00,11223.91504,99.07971954,134.7106171,132.7251587,4.080189228,99.7909317,6496.23291,85.17196655,169.2335205,183.7890625,0.389265209,98.70523834,78.36727905,309.4862976,201.445343
486,10/20/21 6:00,11968.86133,99.62420654,135.1283569,133.2340546,6.230941296,99.90447235,6502.617188,82.26369476,168.7959137,183.6530762,0.278081179,99.33214569,79.88217163,307.6603699,200.2290192
487,10/19/21 13:00,10873.22461,99.32901764,134.8141174,132.9742432,5.273444653,99.92421722,6488.27002,84.26222229,167.6748657,181.5889587,0.259911269,99.04498291,78.73233032,307.803833,198.8180847
488,10/19/21 6:00,10046.26465,99.49382019,134.9060059,132.989502,7.605421066,99.82570648,6478.308105,80.32032776,167.4291382,181.9576416,0.289456636,99.22747803,79.52053833,307.5406799,198.5312042
489,10/18/21 13:00,10129.12305,99.15833282,134.5202484,132.9476624,3.468371868,99.69032288,6511.444336,81.39746857,165.8649139,181.0053711,0.33416748,98.81659698,79.29965973,304.8018799,196.4984589
490,10/18/21 6:00,10530.25391,99.82910919,134.8521881,133.1828766,5.786118984,99.88749695,6502.5625,79.63923645,164.4736786,179.6482391,0.198668793,99.61633301,80.55896759,306.4143677,195.5638275
491,10/17/21 13:00,10116.86035,99.33635712,134.6197205,132.8072662,6.053311825,99.90174866,6478.016113,80.33116913,165.0381622,180.3582153,0.320138723,99.03871155,77.83972168,307.4933777,196.8298492
492,10/17/21 6:00,11266.40918,99.52601624,134.6336823,132.9295349,8.544529915,99.5483017,6497.601563,79.81587982,164.4283142,180.3616943,0.2994259,99.23005676,78.97893524,307.8720703,196.9845581
493,10/16/21 13:00,9680.267578,99.78790283,134.9700928,133.1115723,4.028306961,100.2746582,6521.790527,80.47943115,166.3085938,181.0119781,0.178535461,99.59793091,82.55462646,306.8481445,195.300293
494,10/16/21 6:00,11424.80469,99.97988892,135.3146973,133.3830566,6.78511858,100.209465,6488.185547,79.26551056,166.1392975,181.2736206,0.204433858,99.78671265,79.69520569,306.6604919,197.8869171
495,10/15/21 13:00,11877.25684,99.49160767,135.0497437,133.1549225,1.224012494,100.2432785,6505.386719,80.68856812,168.9292603,182.1798706,0.160605893,99.34938049,79.48212433,308.3826599,197.9886627
496,10/15/21 6:00,11230.17871,100.4058914,136.2731934,134.1217041,8.166015625,100.378418,6526.304199,79.14581299,170.8496094,183.2305908,0.212860107,100.202179,79.56695557,306.8725586,198.2452393
497,10/14/21 13:00,11096.26172,99.22402954,135.9037323,133.8117065,1.408337116,99.81860352,6516.324707,83.81659698,172.4884033,183.8750916,0.306666434,98.90182495,80.41151428,306.1691589,199.2445068
498,10/14/21 6:00,11146.02637,100.1480865,135.5916595,133.8185883,3.162896633,100.1721191,6492.462891,79.64165497,169.5831299,182.5016327,0.147184744,100.0009079,80.76995087,306.2017212,197.053894
499,10/13/21 13:00,10701.1123,99.45713043,135.1522064,133.4218597,10.43462563,99.65844727,6507.101563,80.64346313,170.7466888,183.2747345,0.291547567,99.16625977,80.62172699,308.5901794,198.4363861
500,10/13/21 6:00,10779.33398,100.0700455,136.7027283,134.7993927,10.22090149,99.93645477,6493.031738,82.33875275,173.4878387,187.5743103,0.20931229,99.85662079,79.91806793,310.6852112,204.3538971
501,10/12/21 13:00,9849.208008,99.27374268,135.4584503,133.5408936,2.005958796,99.99542236,6511.837891,88.80599976,171.5346069,186.7961121,0.334018797,98.90943146,82.45770264,309.0927429,202.1261597
502,10/12/21 6:00,11144.5,99.92378998,135.4164429,133.5437927,1.077258348,100.081337,6502.439941,80.61527252,170.0891876,184.6174011,0.1298711,99.79243469,80.21602631,311.9301147,201.8544159
503,10/11/21 13:00,12333.44922,100.2514954,134.767746,132.9926453,1.826066613,100.6726379,6516.967773,81.12657928,167.2375641,181.5163727,0.103107072,100.1348038,81.54773712,310.4385681,196.1654816
504,10/11/21 6:00,11694.70996,100.1263199,134.9019012,133.4270782,6.829624176,100.0117111,6487.359375,79.97541809,166.9187317,181.7769012,0.092383049,100.0181198,79.60575104,310.2060547,197.1637573
506,10/10/21 6:00,9326.446289,99.71237183,133.6242676,132.4279785,5.501687527,100.012207,6475.818848,81.03790283,161.6699219,177.6824951,0.18081665,99.51553345,79.7958374,309.8876953,194.5007477
507,10/9/21 13:00,9682.974609,99.3025589,132.7461548,131.9089966,1.271948814,100.1721039,6499.645508,83.63860321,160.1419678,172.8646851,0.275580972,99.0322113,80.58643341,308.7030945,186.5433807
508,10/9/21 6:00,10005.55469,99.96643829,133.6700439,132.598877,3.768023968,100.1434402,6493.756348,79.58984375,161.630249,173.6938477,0.210578918,99.75585938,80.24749756,308.8989258,186.8743896
509,10/8/21 13:00,10002.49609,99.52718353,134.4456635,132.9545746,3.04302454,100.2455063,6502.45166,85.09294128,166.5640717,179.7147064,0.338337541,99.17806244,79.68075562,308.9405823,195.213623
510,10/8/21 6:00,10784.23535,99.6913147,134.854126,133.2236786,19.72038841,99.84248352,6482.539063,80.89707184,167.5922699,183.370163,0.224533543,99.50210571,80.15924835,306.9458008,200.1459808
511,10/7/21 13:00,11726.27246,98.56981659,134.3457184,132.4873352,4.126060486,99.23400116,6509.795898,85.25293732,169.6300964,182.0539093,0.37408939,98.18204498,75.43422699,311.3378906,197.5098572
512,10/7/21 6:00,9528.569336,100.3451385,135.3608551,133.4941101,11.00319195,100.3501587,6506.908203,81.02814484,166.6970215,180.1777039,0.135888442,100.1865158,81.46665192,308.6369324,194.2629547
514,10/6/21 6:00,10240.36914,99.81148529,134.7617035,133.3382721,9.130738258,99.64894867,6496.817383,78.89556885,166.5735474,182.099823,0.25034517,99.56200409,80.43637085,308.8300781,198.1306915
515,10/5/21 13:00,9852.508789,99.59564209,134.8266602,133.1115723,0.248255149,100.4394531,6510.980469,84.66186523,166.1194,183.291626,0.25177002,99.33242798,84.35364532,303.7231445,198.0377197
516,10/5/21 6:00,11823.22363,100.6765671,136.0625916,134.0384064,6.527353287,100.990387,6495.649414,79.63776398,166.9283142,181.1323853,0.210266948,100.4662933,78.42171478,304.2250977,196.4942322
517,10/4/21 13:00,11876.52148,98.77471161,133.8159332,132.5715179,3.539450645,99.58556366,6487.773926,83.48961639,163.7203064,180.0343018,0.403769404,98.37094116,79.20057678,304.5777588,196.7241364
518,10/4/21 6:00,11163.96094,99.74464417,134.5899811,133.0488434,7.686433792,99.73435211,6495.931152,78.37143707,163.3056641,178.7794342,0.236305431,99.49445343,79.18008423,304.5464478,195.62854
519,10/3/21 13:00,11132.12598,99.63568115,135.2508545,133.3129883,5.534052849,100.3112793,6579.997559,83.84095001,166.0919189,179.8461914,0.343315125,99.32098389,80.87005615,298.4802246,194.8303375
520,10/3/21 6:00,12216.15625,99.58269501,134.552002,132.9742432,7.817068577,99.47509766,6485.678711,80.15688324,165.4998779,180.078125,0.241427109,99.12415314,77.29034424,303.9611816,197.8027344
