Index,Date,RX.TB.RECYCLE.CHARGE.BPD,RX.TB.RECYCLE.CHARGE.PCT,RX.NORTH.TC.CHARGE.BPD,RX.NORTH.TC.CHARGE.CV.PCT,RX.NORTH.FLUSH.PSIG,RX.NORTH.OUT.F,RX.SOUTH.TA.RECYCLE.CHARGE.BPD,RX.SOUTH.TA.RECYCLE.CHARGE.PCT,RX.SOUTH.TC.CHARGE.BPD,RX.SOUTH.TC.CHARGE.CV.PCT,RX.SOUTH.FLUSH.PSIG,RX.SOUTH.OUT.F,RX.SOUTH.WATERRETURN.F,RX.SOUTH.WATERRETURN.PH,RX.OUT.DELTA.F
88,5/25/22 13:00,2278.167725,18,2698.166748,17.98853874,146.7081757,89.36004639,6469.998047,51.78194809,2663.539307,23.6063385,146.6128082,92.45198822,76.37430573,6.506463051,-2.924239159
89,5/25/22 6:00,2469.696045,18,2772.118164,18.70513153,145.2840118,88.08695984,6514.900879,51.76081467,2782.356201,24.77285194,145.3654022,91.17584229,75.69580078,6.463313103,-3.0422194
90,5/24/22 13:00,2383.673096,18,2841.940918,19.38139343,146.6464386,91.84310913,6717.017578,52.68373489,2822.81958,25.25470734,146.6594086,94.79452515,78.56523895,6.462564468,-2.953526258
91,5/24/22 6:00,2280.615967,18,2781.795898,19.03026199,142.2485352,94.47161865,6700.048828,52.65138626,2879.664551,26.16507912,142.7093506,97.30476379,81.04708099,6.45319891,-3.012985468
92,5/23/22 13:00,2240.021484,18,2965.557617,20.74830437,142.8617554,102.0786591,7113.743164,54.5184288,2827.181396,25.63691711,143.920578,104.7496033,84.13968658,6.489572048,-2.713042498
93,5/23/22 6:00,2376.557129,18,3192.078857,23.16545677,144.8296814,96.43860626,7097.645508,54.27483749,2859.722168,26.24090767,146.124527,99.55973053,78.07169342,6.499129295,-3.103519201
94,5/22/22 13:00,2414.291504,18,3164.0625,22.99288559,144.4349365,97.0413208,7121.114258,54.54923248,2918.615967,26.70741081,144.782074,100.2563477,78.32717896,6.508416176,-3.209357738
95,5/22/22 6:00,2474.704834,18,3395.959961,26.05296707,141.8809814,96.75636292,7106.948242,54.17901611,3014.912598,28.00898552,143.3363037,99.72839355,77.84385681,6.547929287,-3.02091074
96,5/21/22 13:00,2288.853516,18,3056.89209,22.9365921,143.9493866,96.08521271,6558.140625,52.29216003,2801.849365,26.13111496,144.8251038,99.05639648,77.79037476,6.509558678,-2.928069353
97,5/21/22 6:00,2338.737549,18,2699.221436,19.65284729,143.839386,91.03942871,6526.023438,51.77680206,2571.954346,24.09816742,144.5208282,93.97451019,75.17079926,6.610095501,-2.94990325
98,5/20/22 13:00,2038.082886,18,2590.64209,17.45157814,142.82341,95.60430145,6516.167969,51.7123642,2564.083252,22.99564552,144.5028381,98.60061646,79.3863678,6.572905064,-2.872941256
99,5/20/22 6:00,2262.425781,18,2590.863525,17.13557053,143.6448975,98.96855927,6571.125977,51.75292969,2476.667969,21.97279167,146.0765228,101.7800903,83.24546814,6.618432999,-2.860334396
100,5/19/22 13:00,1959.70459,18,2708.573486,19.55540657,154.1534424,97.11792755,6395.754395,52.87075043,2602.083008,24.58419228,155.3527832,100.1635818,80.82336426,6.688427448,-3.013441801
101,5/19/22 6:00,2286.007568,18,2633.785645,17.61141205,145.8534241,95.08758545,6362.422363,51.55551147,2523.760254,21.94821358,149.2424011,98.19519043,79.68933105,6.627389431,-3.120290279
102,5/18/22 13:00,1993.240356,18,2980.66626,22.24689484,145.2884674,98.23939514,6500.744629,51.96862411,2761.282959,26.23664856,147.3293304,101.0259018,80.1523819,6.608552456,-2.991196632
103,5/18/22 6:00,2241.256592,18,2604.91333,17.43545151,146.1950989,94.31610107,6496.310547,51.69166946,2440.272949,21.47142029,147.5976257,97.2872467,78.66693878,6.610429764,-2.948242426
104,5/17/22 13:00,2015.425903,16,2571.560791,17.21417236,145.2836914,98.66585541,6384.499512,52.19001007,2435.685547,21.44639587,147.1954346,101.9265747,82.61779785,6.622346878,-3.292517662
105,5/17/22 6:00,2177.847168,16,2666.572266,17.27805328,141.7009277,98.11279297,6435.32959,51.71089172,2489.057373,21.96715927,143.6548157,101.1697388,81.37496948,6.624403954,-3.039611578
106,5/16/22 13:00,2242.429199,18,2773.621338,18.48553085,139.9008484,99.36941528,6480.248047,51.94166565,2667.861816,23.91462135,142.0894012,102.2369919,84.03566742,6.681286812,-2.836482048
107,5/16/22 6:00,2358.424561,18,2588.041504,16.66544724,144.2353516,97.14090729,6266.768555,51,2489.413574,21.83494568,146.4269714,100.2492599,82.97425079,6.677298069,-3.056549549
108,5/15/22 13:00,2157.906982,18,2390.591309,14.7386961,148.5080719,96.77032471,6417.552734,51.29945755,2256.439941,19.51469231,150.2780914,99.75769806,82.06497192,6.765963554,-2.851431847
109,5/15/22 6:00,2320.175293,18,2595.2854,17.00276947,146.7834473,94.49310303,6451.086914,51.13327789,2461.053711,21.59570885,148.8861084,97.52182007,79.75585938,6.804191113,-3.03029561
110,5/14/22 13:00,2141.117188,16,2719.672363,18.25594902,142.963089,101.3387146,6296.704102,51.23363113,2631.512207,23.73946381,144.7760315,104.2851791,84.5376358,6.809847832,-2.915974617
111,5/14/22 6:00,2377.899414,18,2464.358643,16.15183067,142.9897919,95.14337921,6543.28125,51.53884125,2407.988281,21.01977921,144.7416992,98.13932037,80.54250336,6.789538383,-2.98439455
112,5/13/22 13:00,2268.692139,18,2618.858887,16.6580658,147.6750641,96.80348969,6176.54834,49.80616379,2421.689941,21.67391586,150.6607056,99.70042419,81.73899078,6.835921764,-2.877970934
113,5/13/22 6:00,2335.314941,18,2437.69165,14.9664278,144.0813751,91.3468399,6013.180664,48.94934845,2327.905273,20.24486542,147.1425323,94.58069611,77.7557373,6.864528179,-3.132539272
114,5/12/22 13:00,2305.952637,18,2744.845947,19.03967476,141.5891724,98.96240234,5988.508301,49.06212616,2593.777344,23.90799522,142.3751831,101.9775467,83.86512756,6.835590363,-2.973206758
115,5/12/22 6:00,2358.494629,18,2343.72998,14.86257744,144.3164825,96.26068115,6122.401855,49.66223145,2176.275391,19.56165886,147.3945618,99.3337326,82.09014893,6.922031879,-3.0987854
117,5/11/22 6:00,2419.727295,18,1773.053223,7.116338253,150.0294952,88.0634079,6192.499512,50.09231186,1887.178345,13.89358521,153.887558,90.70192719,78.77197266,6.93615675,-2.690803766
118,5/10/22 13:00,2271.057129,18,2487.064453,16.4787941,148.8342285,102.7282715,6547.449219,51.74981689,2499.053223,22.6922493,153.011322,105.8197098,88.34991455,6.964691162,-3.179276228
119,5/10/22 6:00,2346.221924,18,2304.450928,13.73720264,145.6871033,99.6963501,6492.568359,51.56181335,2324.844482,20.15983009,149.7650146,102.6275711,86.81640625,6.973979473,-3.11486721
120,5/9/22 13:00,2232.990234,18,2762.897217,18.92283249,147.486618,92.37366486,6424.205078,51.07094955,2484.702881,22.7271843,151.2687073,94.1571579,77.35478973,6.919063568,-1.765225649
121,5/9/22 6:00,2363.969238,18,2773.687012,18.78593826,145.3494415,96.61946869,6407.213867,50.84671783,2477.2229,22.12552643,149.2450104,98.53431702,81.86340332,6.939679623,-2.021443844
122,5/8/22 13:00,2247.901855,18,2711.251465,18.17799377,142.1367645,96.28062439,6503.041504,51.3664856,2536.731445,22.47311783,145.1850891,98.45205688,81.40991211,6.919930458,-2.113559008
123,5/8/22 6:00,2374.490234,18,2524.907471,15.93928719,147.504425,95.77016449,6527.029297,51.27798843,2472.677734,21.10725021,151.5206604,98.80976105,82.29543304,6.866993904,-3.03070879
124,5/7/22 13:00,2234.744385,18,2448.255127,15.61626053,146.4098663,93.91448975,6601.348145,51.74850464,2459.321045,21.64388275,151.5380859,96.84407806,80.00640869,6.95513773,-2.920894384
125,5/7/22 6:00,2420.602539,18,2526.161865,16.2736969,147.5278168,94.19861603,6562.060547,51.87094116,2420.223633,21.11915016,151.6461639,97.05617523,80.65653229,6.955245495,-3.144953966
126,5/6/22 13:00,2350.227295,18,2443.98584,15.4623785,144.1027374,94.24959564,6449.407715,51.49081802,2359.446045,20.91708565,148.042038,97.34955597,80.53474426,6.995542049,-3.067904949
127,5/6/22 6:00,2477.939697,18,2583.490234,16.82564545,141.4276733,92.0379715,6511.395996,51.46958923,2487.986328,21.99568939,145.5806122,95.27307892,79.15000916,6.973006725,-3.121560335
128,5/5/22 13:00,2420.681641,18,2531.05835,16.32295418,149.5479584,93.85848999,6478.824707,51.76589584,2416.16333,21.3669014,153.5423279,96.84967041,80.46478271,7.103221416,-3.01211524
129,5/5/22 6:00,2475.24707,18,2543.813477,17.18150711,144.1146851,90.67612457,6482.233398,51.43670654,2440.246094,22.59474182,147.9827881,93.60916138,77.07336426,7.109723091,-2.921030283
130,5/4/22 13:00,2377.303955,18,2558.255859,16.3680687,145.4696655,96.30126953,6385.538574,50.6505394,2455.732666,21.69994545,149.6009827,99.09057617,83.21685791,7.107998371,-3.055500507
131,5/4/22 6:00,2483.035156,18,2481.889893,15.48485947,146.4078217,92.51993561,6293.928223,50.74533844,2430.861084,21.22821236,151.2077332,95.458992,80.47769928,7.12551403,-3.052226305
132,5/3/22 13:00,2507,17,2578.863037,16.39827919,146.2090759,90.950737,6320.071289,50.5602951,2501.114014,21.71947098,150.5300751,93.78407288,79.05441284,7.139844418,-2.933813095
133,5/3/22 6:00,2485.535889,16,2754.751465,18.68494034,144.0313263,92.5692749,6485.098633,51.69163895,2681.556885,23.98431587,148.4693146,95.53034973,79.77823639,7.125740528,-2.970457077
134,5/2/22 13:00,2354.985596,18,3030.163818,21.98897552,139.1204071,96.05708313,6710.499512,52.32646561,2970.729492,27.39724731,141.1906281,99.03447723,81.51689148,7.139926434,-2.901686907
135,5/2/22 6:00,2454.071045,18,2967.72998,21.51971626,143.1503296,96.4050293,7057.769531,53.73200989,2884.549805,27.0412159,147.2549438,99.39881134,83.07495117,7.20353651,-2.941562653
136,5/1/22 13:00,2438.007813,18,2970.56958,21.59347725,143.0459137,98.36917877,7108.259766,53.91856766,2781.716553,25.85956764,147.2834473,101.3092117,83.04008484,7.160614491,-2.922152996
137,5/1/22 6:00,2721.306152,22,3080.63501,22.76761246,144.0402985,94.14351654,7103.644043,53.89659882,2841.719971,26.67568398,148.5513153,97.15467072,79.84248352,7.229763031,-2.979641438
138,4/30/22 13:00,2458.328369,18,2958.95459,20.87508392,140.9339905,96.62837219,6497.201172,51.69641876,2542.435547,23.0843544,144.6723938,97.57505798,81.47583008,7.147806168,-1.09819603
