,Date,TC_Tray7_Temp,TC_Tray40_Temp,TC_Charge_Temp,TC_Overhead_Pressure,TC_Overhead_Reciever_Temp,TC_Tray24_Temp,TC_Differential_Pressure,TC_Bottom_Pressure,TC_Reboil_Out_Temp,TC_Reboil_Condensor_lbs
1405,2020-03-27 06:00:00,184.0410461,201.2006073,155.2642822,244.9626312,162.5378418,161.633194,2.856390476,247.8348083,207.1429901,5747.246582
1406,2020-03-26 13:00:00,189.4048004,201.7033691,167.1784973,241.7113342,156.0156555,170.1205597,2.553122759,244.2741394,206.3796997,4189.764648
1407,2020-03-26 06:00:00,186.4565277,197.5198822,160.3515625,242.2254944,156.1950684,162.7021027,2.510665894,244.8158264,203.9245758,4404.646973
1408,2020-03-25 13:00:00,189.1652222,201.4253387,165.0085602,239.9362793,160.1379395,168.8090668,2.453536987,242.4468994,205.871582,3993.544189
1409,2020-03-25 06:00:00,151.1614685,162.6434326,158.7094116,143.2296753,106.7108688,134.3340607,2.384811401,145.7977295,165.2206116,2211.932617
1410,2020-03-24 06:00:00,181.3399506,190.2122498,187.454422,199.4980316,165.4182281,156.9052124,2.145145655,201.7847443,194.1107635,2903.510254
1411,2020-01-01 13:00:00,187.6384888,201.6067505,187.2578583,229.8263702,167.5933838,190.9438477,3.19793129,233.0917969,203.3142242,7807.276367
1412,2020-01-01 06:00:00,187.6118317,201.1680603,186.4167938,229.8028717,168.9117432,191.1239777,3.233241081,233.0689697,202.8047485,7782.412598
1413,2019-12-31 13:00:00,188.8044128,201.5373383,190.0120697,230.2851868,169.5528259,191.9526215,3.09459424,233.224472,203.4671783,7101.891113
1414,2019-12-31 06:00:00,189.6259918,202.7326813,186.0107422,233.7995758,168.9788818,193.2458649,3.638916016,237.4801636,204.284668,8039.105957
1415,2019-12-30 13:00:00,192.0930176,204.5005035,186.7842865,236.5853882,175.4260712,195.71875,3.724681616,240.3323059,205.776535,8378.525391
1416,2019-12-30 06:00:00,190.556778,202.7690887,180.844696,234.0982819,173.0769196,194.2146912,3.989941597,238.126236,204.1381836,8864.793945
1417,2019-12-29 13:00:00,190.6519012,203.5480652,181.3649139,234.1430054,172.1534119,194.0733032,3.612933159,237.6933136,204.5817871,8243.060547
1418,2019-12-29 06:00:00,190.6932678,203.562912,182.4450073,235.6442261,170.3470917,194.312149,3.663560629,239.2832489,204.99617,8447.143555
1419,2019-12-28 13:00:00,191.8110352,204.6931915,187.2984619,239.0356903,170.4537201,195.0108643,3.435179949,242.437851,206.5371094,7663.010254
1420,2019-12-28 06:00:00,189.300354,202.9380798,184.6618805,232.8972015,168.3288727,192.4163818,3.366012573,236.2670898,204.4799805,7740.510254
1421,2019-12-27 13:00:00,188.9385834,201.9868622,189.5385742,231.4815979,168.1119995,192.173645,3.327118158,234.8455658,203.8456268,7662.948242
1422,2019-12-27 06:00:00,189.9259186,203.2356262,186.630249,234.9175415,168.6920166,193.1222839,3.405934334,238.3809052,205.0188293,7755.342773
1423,2019-12-26 13:00:00,190.3543549,203.3039246,188.1253662,233.9081421,167.9981995,193.553894,3.301261663,237.1638794,205.257019,7546.95752
1424,2019-12-26 06:00:00,190.8851624,204.425827,188.0523682,238.4216156,168.5410309,194.3782654,3.388946295,241.7869568,205.985672,7897.821289
1425,2019-12-25 13:00:00,190.6548157,204.1511536,187.1088867,235.5756531,168.7236633,193.9290924,3.323780775,238.8364258,205.9106293,7533.736816
1426,2019-12-25 06:00:00,189.9096222,203.0246277,185.4034424,234.9320221,167.6819,193.1122742,3.428878784,238.3842316,204.9377594,7971.69043
1427,2019-12-24 13:00:00,190.0654297,203.6514282,186.7949677,234.612442,167.5214691,193.2604065,3.278164148,237.928833,205.4992828,7594.19043
1428,2019-12-24 06:00:00,190.1780701,203.6113892,186.2386932,236.2998199,167.666626,193.4198761,3.412959576,239.8135223,205.1452789,7953.814941
1429,2019-12-23 13:00:00,189.3114471,202.8846741,186.1111908,233.6627655,167.0370941,192.5386047,3.336300373,236.9766235,204.7808075,7793.080566
1430,2019-12-23 06:00:00,192.0453491,205.3604126,185.6628571,240.7436523,169.3328857,195.4604797,3.79736495,244.5144653,206.9580078,8551.882813
1431,2019-12-22 13:00:00,192.9576569,206.3057098,189.8559265,240.9883881,171.5103912,196.3192749,3.483001947,244.4197388,208.060791,7850.895508
1432,2019-12-22 06:00:00,192.4570923,205.6846619,188.8961487,242.4740753,170.2458801,195.9015656,3.334828377,245.7574921,207.4492798,7963.055664
1433,2019-12-21 13:00:00,188.9531708,202.1835785,183.8519287,230.7060699,168.598053,192.4553223,3.380913973,234.2360382,203.7859802,7961.814941
1434,2019-12-21 06:00:00,189.1251984,203.0296326,186.5336914,235.7411652,166.1637573,192.8395538,3.541534424,239.2883453,204.8828125,8497.12793
1435,2019-12-20 13:00:00,190.3331604,203.9409027,183.2082062,235.88974,169.3639984,193.6295013,3.375419855,239.2064362,205.5821075,7921.748535
1436,2019-12-20 06:00:00,190.3309631,203.5148926,185.1513062,236.7560883,169.4066925,193.8690643,3.550388575,240.2489471,205.2154236,7966.151855
1437,2019-12-19 13:00:00,191.8102112,204.8089905,186.4349823,238.7924194,171.2055664,195.0940094,3.383808613,242.1517639,206.294632,7871.591309
1438,2019-12-19 06:00:00,189.4626923,202.7476501,183.6486969,234.4234619,168.4783936,193.0562897,3.474575281,237.9225922,204.3518219,8231.651367
1439,2019-12-18 13:00:00,191.5253448,204.7119141,186.2864532,238.5257568,171.4729004,194.9313507,3.388969183,241.9700623,206.3860474,7757.476074
1440,2019-12-18 06:00:00,189.4772034,202.7743683,184.1766357,234.6837463,168.6828766,193.1656342,3.47253418,238.1820679,204.3212891,8486.724609
1441,2019-12-17 13:00:00,196.0677032,207.6074219,195.5474854,244.6838226,181.3164978,199.7365112,3.434381962,248.1004791,208.9920349,8789.631836
1442,2019-12-17 06:00:00,190.528244,204.0290833,190.9362946,237.5666046,169.052124,194.2632141,3.478745937,241.0125732,205.7434235,10138.64941
1443,2019-12-16 13:00:00,190.2222748,204.3290558,189.6575928,236.4508514,167.8741455,194.1588135,3.269921303,239.6888733,205.6396484,8164.015137
1444,2019-12-16 06:00:00,189.9133759,203.9337158,189.2804413,237.6491699,166.6595459,193.4795837,3.426193237,241.1231995,205.5664063,8490.294922
1445,2019-12-15 13:00:00,189.8368225,203.8383331,189.0838623,234.6731415,167.0822296,192.8540955,3.116128206,237.8365936,205.7897797,7215.504883
1446,2019-12-15 06:00:00,189.135376,202.9304504,185.4929047,235.0911865,165.9923248,192.4014587,3.237896442,238.3372498,205.0397034,7718.076172
1447,2019-12-14 13:00:00,190.4739075,204.1814728,189.1357422,237.4387512,167.6544189,193.8971252,3.283302784,240.6845093,206.3110352,7529.558105
1448,2019-12-14 06:00:00,188.3877411,202.5947723,184.3990021,234.8462524,164.5098572,191.9634552,3.243931293,237.8521576,204.6041718,7889.033203
