,Date,TB_Charge,TB_Charge_Condensor,TB_Charge_Temp,TB_Overhead_Temp,TB_Overhead_Pressure,TB_Overhead_Receiver_Pressure,TB_Overhead_Receiver_Temp,TB_Overhead_Reciever_LVL_PCT,TB_Bottom_Pressure,TB_Bottom_LVL_PCT,TB_Differential_Pressure,TB_Bottom_Temp,TB_Reboil_Out_Temp
86,2022-05-26 13:00:00,13248.74707,4463.716797,154.3244934,171.5823364,183.4208679,184.8108673,97.00134277,87.54425049,188.5491943,86.1301651,5.090560913,217.7832794,220.2878571
87,2022-05-26 06:00:00,12473.84375,4606.678711,153.6071777,182.3925781,183.0146027,183.1288147,68.6505127,66.36352539,187.6757813,84.78315735,4.630966187,220.5646667,222.8275909
88,2022-05-25 13:00:00,12903.40625,4675.19873,154.7485352,181.6955719,182.951355,181.7749023,67.8690567,70.86893463,186.4471436,85.1083374,3.448486328,217.397934,219.9225006
89,2022-05-25 06:00:00,12038.9375,4814.550781,153.5512238,186.0137939,182.9116821,183.4960938,54.48455811,54.28416443,184.3460083,84.68681335,1.470947266,217.7031555,220.043335
90,2022-05-24 13:00:00,13017.69336,4542.563965,153.563797,179.3168182,184.8599243,188.2645569,69.91719818,85.85515594,189.7288513,88.2691803,4.833155632,219.8054199,222.4163055
91,2022-05-24 06:00:00,13154.39453,4391.406738,153.6297607,173.014328,183.0275726,182.9825592,73.28252411,25.75761223,189.4915009,84.03551483,6.577453613,219.4563141,221.9161835
92,2022-05-23 13:00:00,13164.49121,3954.557861,153.051651,169.9783936,182.3590088,181.3903809,89.09164429,77.51403809,188.2431793,86.59976196,5.840988159,216.1503296,218.8595123
93,2022-05-23 06:00:00,13692.44727,4425.430176,153.1554718,177.5390625,183.3712006,182.7401733,68.37071991,44.92414093,187.5214386,84.19325256,4.35508728,222.2491302,225.0960083
94,2022-05-22 13:00:00,13451.95313,4518.625,153.7948608,173.2788086,182.9257965,183.4144592,65.09552002,27.54001808,189.0312195,83.01007843,6.043624878,220.936676,223.5366211
95,2022-05-22 06:00:00,14203.43262,4952.773438,152.9853821,177.4787903,181.8717957,185.7318878,62.67967606,89.28414154,186.9609985,83.78211975,4.640579224,220.0782166,222.206131
96,2022-05-21 13:00:00,12066.22461,3980.400879,154.8289948,174.66716,182.7726746,182.3803711,75.94426727,68.83499146,187.7458191,85.84197998,4.985046387,220.3967896,222.4823914
97,2022-05-21 06:00:00,12859.22852,4404.773438,154.0649414,175.3525848,184.8179626,187.9904327,75.59580231,88.11116791,190.2082977,84.36195374,5.415493488,219.6489868,221.5018616
98,2022-05-20 13:00:00,12451.28711,3835.997559,155.3332062,168.9703369,183.2835388,180.5023193,100.6561356,32.46049118,187.5513458,84.57234192,4.22852993,214.359024,217.3163452
99,2022-05-20 06:00:00,12070.08789,3782.893311,153.9824371,179.8843994,182.961441,182.7789307,85.75745392,55.31865692,187.2229767,84.64138031,4.263775349,219.3304138,221.8293304
100,2022-05-19 13:00:00,12193.66406,3349.991455,154.2382813,170.9509277,182.762146,180.1345825,103.9465332,28.36898804,186.1953735,85.19233704,3.42956543,216.901947,219.0678864
101,2022-05-19 06:00:00,11899.57715,3846.360352,153.3215332,176.0235596,183.2391357,183.0596924,83.87878418,24.19433594,188.0969391,85.24279785,4.877929688,217.817627,219.9813995
102,2022-05-18 13:00:00,11969.42676,3392.438965,153.1758575,167.9433136,183.3770752,180.1010132,103.7078934,37.80860901,187.2062683,86.04824066,3.80859375,217.4933167,220.0202332
103,2022-05-18 06:00:00,11712.30762,3722.964355,153.1641693,178.1941681,182.8536987,183.8188171,85.30324554,65.34500122,187.0826721,83.77555847,3.943634033,219.8969879,222.1156464
104,2022-05-17 13:00:00,11578.70703,2991.326416,156.1877441,174.3847656,182.6277924,179.5491028,101.3540726,33.22937012,184.747467,85.71728516,2.077560425,220.598999,223.2488098
105,2022-05-17 06:00:00,11748.93262,3420.299072,152.6029968,169.4151306,182.8147888,182.2808228,90.77468872,51.80046082,187.2976685,84.7358551,4.455871582,219.9408569,222.5869598
106,2022-05-16 13:00:00,12368.11523,3624.942139,154.0107269,169.746048,183.4788513,181.7422485,89.90686798,86.64980316,188.4501648,86.56674957,4.978559494,215.2117462,217.4023743
107,2022-05-16 06:00:00,11738.35059,3576.437744,153.6020966,176.7008514,183.6930847,184.6781921,75.87585449,12.74340725,187.8392944,82.86440277,4.254529953,219.0499725,221.1573181
108,2022-05-15 13:00:00,10972.20898,3217.381836,155.2670288,174.6691895,183.1228638,183.1855774,104.9487381,80.94955444,185.241394,84.7959671,2.204589844,215.9633636,218.2327423
109,2022-05-15 06:00:00,12436.5957,3924.152832,153.5006714,181.2518311,182.9978943,182.9049683,85.28794098,45.71861267,187.4075317,85.02933502,4.438018799,218.9622192,221.2869568
110,2022-05-14 13:00:00,11586.67188,3395.722656,155.0954132,172.396347,183.0802917,180.9307098,97.54944611,42.06161499,186.3525391,86.18998718,3.326034546,216.9114838,219.43927
112,2022-05-13 13:00:00,11431.04395,3343.369141,153.246048,177.2717285,182.9138184,180.8895874,95.30670166,58.31929779,185.65979,85.88829803,2.689819336,215.7649689,218.1547852
113,2022-05-13 06:00:00,11421.1748,3729.411621,153.0517578,180.8270264,183.1515503,183.28125,85.30426025,56.80002975,187.5640869,85.7121582,4.385070801,218.8401337,221.2738647
114,2022-05-12 13:00:00,11320.73242,3143.913818,152.0445251,177.1583557,182.6774597,182.3261261,97.32116699,44.91905212,184.2675018,83.32391357,2.300491333,219.0652313,221.4570007
116,2022-05-11 13:00:00,8951.604492,2933.156982,143.1250458,175.1664276,183.216095,181.0725555,97.96303558,42.14917374,181.0684204,85.11966705,-2.160339355,200.7592468,201.6559753
117,2022-05-11 06:00:00,10729.2832,3649.244141,153.1895905,179.6207275,182.870636,185.6488953,78.51720428,87.67980957,187.0365906,85.38230896,4.188919067,212.4360962,214.1437073
118,2022-05-10 13:00:00,11620.53418,3138.231445,153.2806396,171.585083,182.9452515,180.2215576,97.43652344,64.26086426,186.3098297,85.76377106,3.350830078,218.7333069,220.9364014
119,2022-05-10 06:00:00,11961.84277,3512.696045,153.5888672,171.8689117,182.7575836,182.0617828,83.70056915,66.24450684,188.4384155,83.44606018,5.758666992,218.5043945,220.4409637
120,2022-05-09 13:00:00,11272.97949,3471.961182,153.5552979,173.8900909,182.2493744,179.3063354,102.4997559,70.61515808,184.7309113,84.71518707,2.457275391,216.66922,218.4625397
121,2022-05-09 06:00:00,11721.63281,3766.970947,152.8484039,179.4932556,183.1693268,183.5242462,85.10742188,29.30693245,187.3897552,84.95623016,4.135284424,218.9679413,221.1548462
122,2022-05-08 13:00:00,12361.00684,3584.880859,153.1332397,167.7178955,183.5905457,180.3036499,102.9433212,65.0766983,186.7427063,86.81801605,3.110046387,213.6970673,215.436264
123,2022-05-08 06:00:00,12216.87305,3900.598877,153.2548065,174.2570038,182.8601074,182.5122223,84.91144562,23.69875526,188.1105194,84.87979126,5.20614624,217.359787,219.3711548
124,2022-05-07 13:00:00,12098.04492,3563.508789,153.8053436,170.1328583,182.3904419,178.934021,102.0200577,76.46616364,184.9868774,85.88960266,2.571197271,214.0480652,216.1930237
125,2022-05-07 06:00:00,11469.05566,3843.289551,152.7351837,181.52771,182.9022217,183.0480957,80.18829346,69.08182526,187.4093628,85.32711029,4.530625343,219.3056183,221.3859253
126,2022-05-06 13:00:00,11689.7998,3564.556396,152.9263763,175.8519592,182.780838,182.2635651,99.78166962,82.85662079,184.0812683,84.73217773,1.36376822,215.2994995,217.4500427
127,2022-05-06 06:00:00,12209.74707,4247.881836,152.9408722,177.4286957,182.7076111,182.6950073,68.87422943,81.78736115,187.3069763,85.82401276,4.640960693,216.4727173,218.7204285
128,2022-05-05 13:00:00,11464.04199,3753.584229,153.4814453,179.8623657,183.1974792,180.6170654,76.48757935,49.58290482,185.297699,85.41487122,2.036590576,217.451355,220.1300812
