,Date,N_Butane
387,2021-12-21 13:00:00,10.89999962
388,2021-12-21 06:00:00,11.5
389,2021-12-20 13:00:00,9.899999619
390,2021-12-20 06:00:00,12.0
391,2021-12-19 13:00:00,10.0
392,2021-12-19 06:00:00,9.100000381
393,2021-12-18 13:00:00,9.800000191
394,2021-12-18 06:00:00,11.30000019
395,2021-12-17 13:00:00,12.80000019
396,2021-12-17 06:00:00,13.0
397,2021-12-16 13:00:00,13.80000019
398,2021-12-16 06:00:00,12.10000038
399,2021-12-15 13:00:00,10.80000019
400,2021-12-15 06:00:00,10.60000038
401,2021-12-14 13:00:00,10.10000038
402,2021-12-14 06:00:00,9.699999809
403,2021-12-13 13:00:00,8.899999619
404,2021-12-13 06:00:00,9.300000191
405,2021-12-12 13:00:00,11.0
406,2021-12-12 06:00:00,12.60000038
407,2021-12-11 13:00:00,15.69999981
408,2021-12-11 06:00:00,16.79999924
409,2021-12-10 13:00:00,21.20000076
410,2021-12-10 06:00:00,16.10000038
411,2021-12-09 13:00:00,14.60000038
412,2021-12-09 06:00:00,13.69999981
413,2021-12-08 13:00:00,10.69999981
414,2021-12-08 06:00:00,11.39999962
415,2021-12-07 13:00:00,8.5
416,2021-12-07 06:00:00,11.0
417,2021-12-06 13:00:00,10.5
418,2021-12-06 06:00:00,11.80000019
419,2021-12-05 13:00:00,10.89999962
420,2021-12-05 06:00:00,11.19999981
421,2021-12-04 13:00:00,10.69999981
422,2021-12-04 06:00:00,9.5
423,2021-12-03 13:00:00,10.69999981
424,2021-12-03 06:00:00,9.899999619
425,2021-12-02 13:00:00,10.80000019
426,2021-12-02 06:00:00,10.80000019
427,2021-12-01 13:00:00,11.30000019
428,2021-12-01 06:00:00,14.80000019
429,2021-11-30 13:00:00,10.30000019
430,2021-11-30 06:00:00,10.30000019
431,2021-11-29 13:00:00,10.30000019
432,2021-11-29 06:00:00,10.10000038
433,2021-11-28 13:00:00,10.89999962
434,2021-11-28 06:00:00,10.80000019
435,2021-11-27 13:00:00,10.10000038
436,2021-11-27 06:00:00,11.0
437,2021-11-26 13:00:00,10.30000019
438,2021-11-26 06:00:00,12.5
439,2021-11-25 13:00:00,10.19999981
440,2021-11-25 06:00:00,9.5
441,2021-11-24 13:00:00,11.19999981
442,2021-11-24 06:00:00,13.89999962
443,2021-11-23 13:00:00,12.39999962
444,2021-11-23 06:00:00,11.60000038
445,2021-11-11 13:00:00,0.0
446,2021-11-11 06:00:00,10.5
447,2021-11-10 13:00:00,15.80000019
448,2021-11-10 06:00:00,10.5
449,2021-11-09 13:00:00,9.0
450,2021-11-09 06:00:00,11.0
