Date,TA.Charge.BPD,TA.OH.PSIG,TA.Tray4.F,TA.OH.F,TA.RECV.PCT,TA.RECV.PSIG,TA.REFLUX.BPD,TA.RECYCLE.TO.CONTACT.BPD,TA.RECYCLE.TO.CONTACT.F,TA.TRAY39.F,TA.TRAY45.F,TA.DP.PSIG,TA.BTM.PSIG,TA.BTM.LEVEL.PCT,TA.BTM.REBOIL.OUT.F,TA.TOP.REBOIL.OUT.F
7/15/2022 13:00,10731.7002,99.30152893,134.6903534,133.1420898,1.432772994,100.6223145,5919.916992,6399.555664,97.03623199,160.8286591,177.0243378,0.66986084,98.63166809,74.77849579,315.3513489,188.9165344
7/15/2022 6:00,10332.8252,99.47181702,134.7993469,133.2794189,3.479724407,99.48440552,5935.238281,6395.504883,93.11539459,159.8332214,175.662384,0.578268826,98.89743805,72.92869568,312.3144531,188.0589294
7/14/2022 13:00,9904.880859,98.97205353,134.3727112,132.7810669,2.860878468,99.41940308,5968.467773,5933.965332,97.99095917,161.156311,178.83255,0.781860352,98.19156647,73.68263245,318.3023071,191.8672333
7/14/2022 6:00,9641.806641,99.94731903,134.9676514,133.2887726,4.899298191,99.85849762,6020.976074,5902.112793,92.6629715,159.7163849,176.0884705,0.605773926,99.33746338,74.87386322,312.1195374,187.9542999
7/13/2022 13:00,9876.027344,99.60662842,135.2410889,133.3068848,1.202635884,100.4339676,5917.750488,5749.19873,98.54929352,163.9949493,182.7541046,0.64453125,98.95614624,76.2322998,318.6087952,195.6160431
7/13/2022 6:00,9299.680664,99.72805023,135.0397186,133.2513885,9.337706566,99.57028961,6072.98877,5783.811523,92.10439301,163.2648773,181.6267395,0.668742716,99.05525208,74.2375946,315.9831848,194.0543823
7/12/2022 13:00,11581.29199,97.74074554,134.7450256,132.3776245,-1.702905059,98.91113281,6209.049805,6331.855957,97.9421463,164.8527069,181.469162,0.534662127,98.21746826,131.8655396,302.4209595,194.8724365
7/12/2022 6:00,10984.1123,100.2275848,135.6558228,133.5470581,3.817511082,100.1730423,6653.581055,6539.573242,97.02545166,162.9049683,179.1189575,0.457756817,99.75746155,75.34454346,310.4388428,192.0675659
7/11/2022 13:00,11691.02734,101.8691254,136.6424561,134.3603516,-6.900000095,102.0202637,6563.665039,6431.368164,103.0371094,163.15979,178.2653961,0.563278198,101.3058472,76.50634766,310.1525879,191.7510986
7/11/2022 6:00,10511.16699,100.4619598,135.4804993,133.3788605,8.766039848,100.3524857,6662.695801,6453.387695,93.30800629,161.0122681,176.0020142,0.486946106,99.96757507,75.51129913,308.5479736,188.8173523
7/10/2022 13:00,10214.21973,101.761055,136.8278503,134.5888824,-6.900000095,106.0564651,6876.851074,6428.966797,105.7324829,163.7077332,178.2445374,0.511748612,101.2531281,74.10812378,309.452301,190.2257233
7/10/2022 6:00,10619.78613,102.9772568,137.3912048,135.5601501,3.143442631,102.067421,6887.555176,6450.285156,100.3619461,166.9961548,183.2739258,0.459136963,102.5098877,73.5848999,311.8927002,197.9345703
7/9/2022 13:00,12830.98438,102.5018768,137.6174927,135.1774597,-6.900000095,103.9012222,6499.047363,6448.794434,108.3406143,165.5461121,179.2919922,0.395164102,102.0991592,78.01773071,309.1235352,190.2627716
7/9/2022 6:00,10524.9502,96.31347656,133.1291656,131.0381012,5.21903801,98.04758453,6949.01123,6529.932129,101.8012466,160.4903107,176.6625977,0.627822876,95.68588257,73.09194183,313.4726868,188.7005615
7/8/2022 13:00,11577.71387,100.3829193,135.5659027,133.6916046,3.435381651,99.90000153,6892.499023,6500.510742,105.3774109,164.3655396,180.2420044,0.54649353,99.82758331,77.45565033,316.8998108,190.7385406
7/8/2022 6:00,9618.789063,99.90005493,135.043335,133.2580566,9.20441246,100.0366211,6904.821777,6474.868652,95.78094482,163.5803223,179.7698975,0.542449951,99.35760498,74.37286377,317.956543,191.7358398
7/7/2022 13:00,10451.72168,99.39881134,134.8205566,133.1756592,0.376023203,100.567627,6852.834473,6513.475586,103.964241,163.369751,179.397583,0.512695313,98.90442657,80.96618652,316.2658691,192.1844482
7/7/2022 6:00,10569.94727,100.4115677,135.4828339,133.6120605,8.041970253,100.5008469,6916.3125,6508.936035,98.64126587,161.6695709,175.8403015,0.429992676,99.99290466,78.06510925,310.9950867,188.0334015
7/6/2022 13:00,10466.00488,99.55101013,135.0110321,133.203476,7.520253181,99.83406067,6842.983398,6525.554199,107.0682297,162.5358582,179.5691986,0.650062561,98.95050049,75.01703644,313.1567383,192.0889435
7/6/2022 6:00,10736.41211,100.1584625,135.5072021,133.6784821,5.345444202,100.0009155,6888.90918,6501.810059,101.6275024,161.541748,176.4369659,0.498847961,99.6446228,75.00173187,307.400116,189.101059
7/5/2022 13:00,10684.21191,99.55078888,135.0770111,133.173111,2.502201319,100.5944824,6796.260254,6486.11377,108.5302734,165.002243,178.5797119,0.507278442,99.04258728,78.58052826,318.5538635,189.359436
7/5/2022 6:00,9498.635742,99.49962616,135.6773376,133.5404968,5.74835825,99.7946167,6863.180664,6565.196289,101.3081436,164.3220673,177.7498016,0.454673767,99.01096344,80.00137329,310.9362793,188.66745
7/4/2022 13:00,13281.74316,104.5740509,139.2657471,136.7601013,-6.900000095,105.2003479,6751.412598,6597.453613,110.189827,169.2826843,180.7739258,0.182304382,104.3903732,85.61187744,307.9684448,190.7948303
7/4/2022 6:00,10517.64258,100.4484558,136.463623,134.4376678,0.99701041,100.648407,6840.360352,6551.986816,100.4683533,167.4119263,179.0968933,0.317687988,100.1393127,81.61122894,314.3998108,189.231781
