Date,Index,TA.OVH.RECYCLE.NC4.VOLPCT,RX.TB.RECYCLE.CHARGE.BPD,RX.TB.RECYCLE.CHARGE.PCT,RX.NORTH.TC.CHARGE.BPD,RX.NORTH.TC.CHARGE.CV.PCT,RX.NORTH.FLUSH.PSIG,RX.NORTH.OUT.F,RX.SOUTH.TA.RECYCLE.CHARGE.BPD,RX.SOUTH.TA.RECYCLE.CHARGE.PCT,RX.SOUTH.TC.CHARGE.BPD,RX.SOUTH.TC.CHARGE.CV.PCT,RX.SOUTH.FLUSH.PSIG,RX.SOUTH.OUT.F,RX.SOUTH.WATERRETURN.F,RX.SOUTH.WATERRETURN.PH,RX.OUT.DELTA.F,TA.Charge.BPD,TA.OH.PSIG,TA.Tray4.F,TA.OH.F,TA.RECV.PCT,TA.RECV.PSIG,TA.RECYCLE.TO.CONTACT.BPD,TA.RECYCLE.TO.CONTACT.F,TA.TRAY39.F,TA.TRAY45.F,TA.DP.PSIG,TA.BTM.PSIG,TA.BTM.LEVEL.PCT,TA.BTM.REBOIL.OUT.F,TA.TOP.REBOIL.OUT.F,TB.CHARGE.BPD,TB.CHARGE.PREHEAT.COND.LBHR,TB.CHARGE.F,TB.OVHD.F,TB.OVHD.PSIG,TB.OVHD.REVEIVER.PSIG,TB.OVHD.REVEIVER.F,TB.OVHD.REVEIVER.LVL.PCT,TB.BTM.PSIG,TB.BTM.LVL.PCT,TB.DP.PSIG,TB.BTM.F,TB.REBOIL.OUT.F,TC.TRAY7.F,TC.TRAY40.F,TC.CHARGE.F,TC.OVHD.PSIG,TC.OVHD.RECVR.F,TC.TRAY24.F,TC.DP.PSIG,TC.BTM.PSIG,TC.REBOIL.OUT.F,TC.REBOIL.COND.LBHR
6/30/22 6:00,31,9.399999619,2423.796631,18,2687.886475,18.86240578,151.7784119,95.02441406,6542.864258,52.16374207,2736.945068,18.59428978,148.2660217,97.72285461,81.04736328,6.558331966,-2.756431818,10491.83691,98.3801651,133.682251,131.9598389,6.784247398,99.07936096,6542.864258,94.63143158,159.4787598,179.5500183,0.443800747,97.90718079,78.48487854,314.2938232,196.3142395,12951.75586,4076.47168,151.774292,180.6188965,182.9063568,186.0424805,90.9161377,81.37619019,187.0227814,85.74162292,4.055099487,218.6360168,221.4125519,189.7591248,200.8358002,179.2121887,227.4755402,173.5623169,167.7863922,3.432347059,230.9179382,202.5366364,8177.126953
6/29/22 6:00,33,11.80000019,2414.688232,18,2674.961426,18.02484894,140.1017456,97.23205566,6484.787598,52.06690979,2661.231934,17.90328979,137.2928619,100.1861572,82.63906097,6.582760811,-2.9850564,10457.81641,100.4509048,135.6455536,133.8038177,2.083181858,100.5579681,6484.787598,98.94358826,160.9456329,178.9057465,0.264738709,100.1834946,83.01290131,306.1106262,193.5572357,12323.13867,3702.445313,152.8681488,171.3923187,183.1741333,183.3297729,83.08385468,76.29953766,189.0678406,83.85955811,5.93568182,218.1610107,220.272583,190.3624115,201.2074738,181.7759399,228.9153442,174.0570068,168.36203,3.338010073,232.2235107,203.012085,8240.363281
6/28/22 6:00,35,10.39999962,2437.947021,18,2858.884033,19.90997124,134.7174988,97.3780899,6554.087402,52.11122131,2683.865479,18.02689171,138.376358,100.4587326,82.23266602,6.557085037,-3.078782558,10721.28027,99.6799469,134.6435547,132.9274445,6.080043316,100.0234756,6554.087402,96.04884338,160.5424957,179.0919495,0.334204227,99.34448242,81.09575653,310.9860229,195.8052521,13214.83594,4045.577637,152.9647827,175.1124115,183.0640411,185.4031372,81.47735596,78.75673676,188.2029877,84.82624054,5.025091171,218.7542877,220.9319458,190.5620422,201.4615326,180.595047,230.1354065,173.7217712,166.7421265,3.454839468,233.5297241,203.2023163,8314.254883
6/27/22 13:00,36,11.39999962,2422,18,2938.004883,21.01571274,143.1503296,98.98712921,6503.140625,51.9441452,2821.330322,19.03441048,143.8804626,101.953125,83.40240479,6.551696301,-2.980693579,11921.63281,100.5821228,134.6392822,133.1335449,0.985799015,100.6732254,6503.140625,98.55102539,157.5714111,177.8473053,0.429382324,100.1344299,80.09643555,305.8728027,198.137207,13627.31836,3983.491455,152.9711914,175.6256104,183.8067627,183.2483063,81.9317627,49.22607422,188.1152344,87.84176636,4.208666801,215.7115631,218.134552,190.3233337,200.8979797,181.3208008,227.8472595,176.0266113,171.5493469,3.398393154,231.2240601,202.4218903,8219.826172
6/27/22 6:00,37,9.699999809,2409.585449,18,2626.33252,17.14326477,142.0799255,94.58007813,6007.193848,49.95649338,2469.414795,14.10464859,142.1379089,96.86798096,79.9395752,6.557859421,-2.302619934,9656.195313,99.59976196,133.961792,132.7191162,8.730216026,99.76990509,6007.193848,92.82775879,157.5579834,179.6911621,0.243995667,99.29992676,80.5065918,308.0297852,200.9936523,11849.625,4049.770996,153.0639648,180.6323242,183.1375122,185.5783081,69.95697021,79.68414307,187.1429596,84.61183929,4.07043457,217.9320984,220.0616913,190.8548126,201.2985229,179.9920654,230.076355,176.7297363,166.923996,3.252117872,233.2992554,202.9663086,8018.939941
6/26/22 13:00,38,8.899999619,2245.21875,18,1952.06543,11.13167095,148.4653473,97.26679993,6792.314453,52.8394928,1696.823242,6.998189926,144.7052612,98.75114441,82.99604034,6.645718098,-1.477534175,8442.860352,99.28310394,133.441925,132.260025,9.518548012,99.27610016,6792.314453,97.51434326,152.5408478,164.1544647,0.441703796,98.82656097,80.63367462,296.8351135,176.3179169,11198.62402,3238.349365,153.6056519,179.5559845,183.026123,182.7170563,92.2670517,15.65338516,185.4952393,84.02100372,2.470092773,216.2151947,218.4528351,189.1714172,200.7907104,181.3218689,221.5418549,177.5654602,172.7698669,2.934087992,224.4549866,202.4546356,6925.329102
6/18/22 13:00,41,11.60000038,2119.016357,18,2303.122314,14.39867687,147.4038391,97.19226074,6341.057617,50.70606995,2283.112061,20.57901955,144.9436188,100.1117477,84.23947906,6.581310272,-2.96392417,10765.23145,99.07356262,134.2953949,132.6391144,1.86631906,100.3599014,6341.057617,102.6403351,163.2866364,182.394165,0.407066345,98.66142273,83.35683441,319.0939331,198.9976501,11667.03613,3361.007813,154.3363953,172.0692444,183.3190155,184.3766022,102.5939941,86.63152313,186.7043304,86.11933899,3.40171814,214.3780975,216.2998962,188.1640472,199.0714417,181.4429169,222.978653,171.8505402,169.5089111,3.438468695,226.495163,201.0251007,7859.673828
6/18/22 6:00,42,10.10000038,2261.071777,18,1977.533936,11.09504318,143.7103271,93.93091583,6428.103516,50.33938599,1941.723877,16.26311111,141.6492462,96.96642303,81.37293243,6.677844048,-3.024963856,9869.005859,99.66581726,134.3841553,132.9607086,4.252963543,99.68528748,6428.103516,95.40026093,162.5817413,182.6795959,0.301061124,99.32666779,84.44224548,320.9896851,199.9129791,11426.23438,3722.665283,153.187561,178.0348206,182.9194641,182.5284576,85.33193207,47.54573822,187.2441101,84.7155304,4.310913086,216.7874908,218.87677,187.9855042,199.2727814,180.2789917,223.1972351,170.9017944,166.4630737,3.521377087,226.82724,200.8680267,8130.75
6/17/22 13:00,43,11.69999981,2053.390381,18,2807.137207,21,152.6667328,94.38477325,6004.144531,49.28047562,2300.784424,22,151.3773651,94.95239258,79.41030121,6.685007095,-0.539097369,8833.674805,99.89929199,133.883667,132.631424,9.423108101,100.2258377,6004.144531,90.78878021,161.8723602,183.5245819,0.360107422,99.5223999,87.24518585,319.4335938,200.0986786,11615.17969,3637.962646,152.968338,178.1972198,180.4824829,180.4580688,103.4077988,83.62834167,179.838562,84.93010712,-0.648498535,209.9580383,212.1271515,186.8286438,197.7742462,181.5338135,219.6004181,168.9320831,169.7471924,5.146875858,224.7861176,200.2522888,7893.557617
6/17/22 6:00,44,13.30000019,2240.005615,18,2707.477539,18.75357628,142.4204559,95.84503174,6417.810059,50.27470779,2640.859375,24.73018837,141.0522461,98.9115448,81.55263519,6.70771265,-3.038712978,10563.08984,100.3593445,135.4349823,133.7310791,6.847319603,100.4191055,6417.810059,93.67421722,166.0848083,183.6934357,0.321194977,100.0602722,85.1852417,320.8353577,198.2971191,11914.10352,3838.284912,153.246048,176.3966827,183.1069946,182.7346802,85.04486084,54.57051849,187.6953125,84.86398315,4.629506588,218.7333069,221.1082764,187.9194489,198.9784241,180.2256317,223.4086761,168.4570313,166.194931,3.368458986,226.7748566,200.8463593,8048.493164
6/16/22 13:00,45,12.39999962,2070.442139,18,2579.443359,17.81868362,146.2863922,98.57613373,6389.613281,50.76256943,2549.594727,24.35295486,145.0395508,101.5394669,84.23454285,6.681070805,-2.989444971,10533.60059,99.57653046,135.0050354,133.3174133,9.803812027,100.1495361,6389.613281,102.9371643,168.97995,181.4073334,0.399520874,99.17644501,84.53239441,321.5002441,192.7681122,11589.05469,3261.799561,153.2501221,171.3665771,182.6733551,180.6724548,100.8467178,33.09234619,186.0889587,85.46221924,3.441248417,217.0507355,219.2748108,187.6412354,199.4194031,180.7806396,223.3126831,168.6271667,169.757782,3.273640394,226.5081482,201.2573242,7541.460449
6/16/22 6:00,46,10.39999962,2253.460693,18,2550.209717,17.05924606,145.2463074,97.86347198,6396.830078,50.66897202,2509.793701,23.1409874,143.9758301,101.0620956,83.89717102,6.682864189,-3.185462475,9818.176758,99.75219727,134.6289063,133.0128479,7.033795357,100.0169373,6396.830078,98.6895752,165.6311188,180.6460571,0.362086117,99.39011383,84.7026825,320.3921509,193.2333527,11497.71777,3456.325684,152.8076172,178.318634,182.9859924,182.7262115,86.83929443,76.63406372,187.4670563,84.95671844,4.521331787,220.3357391,222.8108063,187.3174591,198.8536987,179.223938,222.3936768,167.6202393,165.8722687,3.378492832,225.7604675,200.7626343,7984.288086
6/15/22 13:00,47,12.69999981,2141.072021,18,2602.367188,17.77129173,143.9064026,100.0182648,6392.186523,51.24916077,2565.679688,23.4346962,142.8760529,103.0310135,85.78420258,6.471432686,-3.070887804,10907.50293,99.90844727,134.8213654,133.0007935,6.453624249,100.4903259,6392.186523,102.9119949,165.4701843,182.0455933,0.401535034,99.50401306,84.7934494,319.5513916,193.5936432,12064.36914,3320.617676,153.1762695,174.2503967,183.9247131,185.3552246,104.5728607,86.90155792,187.3899994,86.09175873,3.441314697,217.359787,219.9720612,187.6829834,199.3068542,181.0714722,223.4621582,167.4337769,169.9567719,3.425397158,226.7954559,201.3004761,7723.035645
6/15/22 6:00,48,10.19999981,2243.367188,18,2659.643799,18.41181183,141.6058807,99.12623596,6421.084473,51.18344879,2590.644043,24.24606323,141.0142212,102.1526108,85.35837555,6.471451759,-2.948812723,10672.12402,100.582428,135.9313965,133.7188721,6.79569149,100.5056839,6421.084473,102.3241196,166.696579,182.7718048,0.164486945,100.4250336,90.10121918,318.349823,195.7892914,12234.01367,3692.789307,152.9998779,174.6599426,183.40271,183.3659363,88.30754852,76.05600739,188.1057739,84.92732239,4.740756035,218.2754669,220.4675598,186.9059601,199.1492004,178.3735199,223.34552,164.8133392,165.5698547,3.394821167,226.6807556,201.1942749,7870.413086
